color,constituency,groups,id,party,partywon,pcid,states,vote_count_num,votecount,winner,winner_2014_bangali
#f49921,Purulia,NDA,8,Bharatiya Janata Party,8,#PC478,West Bengal,668107,Won,Shri Jyotirmoy Mahto,Dr. Mriganka Mahato (AITC)
#f49921,Raiganj,NDA,8,Bharatiya Janata Party,8,#PC496,West Bengal,511652,Won,Smt. Deboshree Chaudhary,Md. Salim (Marxist) 
#A55122,Ranaghat,Others,69,Other,69,#PC495,West Bengal,783253,Won,JAGANNATH SARKAR (BJP),Tapas Mandal (AITC)
#0175b1,Srerampur,Third Front,5,All India Trinamool Congress,5,#PC498,West Bengal,637707,Won,KALYAN BANERJEE,Kalyan Banerjee (AITC)
#0175b1,Tamluk,Third Front,5,All India Trinamool Congress,5,#PC475,West Bengal,724433,Won,Dibyendu Adhikari,Adhikari Suvendu (AITC)
#0175b1,Uluberia,Third Front,5,All India Trinamool Congress,5,#PC462,West Bengal,694945,Won,Sajda Ahmed,Sultan Ahmed (AITC)
#f49921,Alipurduars,NDA,8,Bharatiya Janata Party,8,#PC459,West Bengal,750804,Won,Shri John Barla,Dasrath Tirkey (AITC)
#0175b1,Arambagh,Third Front,5,All India Trinamool Congress,5,#PC460,West Bengal,649929,Won,Aparupa Poddar,Aparupa Poddar (Afrin Ali) (AITC)
#f49921,Asansol,NDA,8,Bharatiya Janata Party,8,#PC461,West Bengal,633378,Won,Shri Babul Supriyo,Babul Supriya Baral (Babul Supriyo) (BJP)
#4099CF,Baharampur,UPA,13,Indian National Congress,13,#PC484,West Bengal,591106,Won,Adhir Ranjan Chowdhury,Adhir Ranjan Chowdhury (INC)
#0175b1,Balurghat,Third Front,5,All India Trinamool Congress,5,#PC482,West Bengal,506024,Won,Arpita Ghosh,Arpita Ghosh (AITC)
#f49921,Bangaon,NDA,8,Bharatiya Janata Party,8,#PC479,West Bengal,687622,Won,Shri Shantanu Thakur,Kapil Krishna Thakur (AITC)
#f49921,Bankura,NDA,8,Bharatiya Janata Party,8,#PC485,West Bengal,675319,Won,Dr Subhash Sarkar,Sreemati  Dev Varma (Moon Moon Sen) (AITC)
#0175b1,Barasat,Third Front,5,All India Trinamool Congress,5,#PC486,West Bengal,648084,Won,Dr Kakoli Ghosh Dastidar,Dr. Kakali Ghoshdostidar (AITC)
#0175b1,Bardhaman Purba,Third Front,5,All India Trinamool Congress,5,#PC481,West Bengal,640834,Won,SUNIL KUMAR MONDAL,Sunil Kumar Mondal (AITC)
#f49921,Barrackpore,NDA,8,Bharatiya Janata Party,8,#PC488,West Bengal,472994,Won,Shri Arjun Singh,Dinesh Trivedi (AITC)
